,age_group,amazon_product_url,article_chapter_link,asterisk,author,book_image,book_image_height,book_image_width,book_review_link,book_uri,contributor,contributor_note,created_date,dagger,description,first_chapter_link,price,primary_isbn10,primary_isbn13,publisher,rank,rank_last_week,sunday_review_link,title,updated_date,weeks_on_list,isbns,buy_links,category,published_date
0,,https://www.amazon.com/dp/B0DTYKCJC9?tag=thenewyorktim-20,,0,Jake Tapper and Alex Thompson,https://static01.nyt.com/bestsellers/images/9798217060672.jpg,500,329,,nyt://book/786e31c1-bc83-50f1-bd8d-995926458641,by Jake Tapper and Alex Thompson,,2025-06-02T23:13:46.798Z,0,An account of Joe Biden’s initial decision to run for re-election in 2024 and its numerous consequences.,,0.00,,9798217060672,Penguin Press,1,0,,ORIGINAL SIN,2025-06-02T23:13:46.798Z,1,"[{'isbn10': '', 'isbn13': '9798217060672'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/B0DTYKCJC9?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9798217060672?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9798217060672'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FORIGINAL%2BSIN%2FJake%2BTapper%2Band%2BAlex%2BThompson%2F9798217060672'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9798217060672'}]",Political Science,2025-06-08
1,,https://www.amazon.com/dp/1668023369?tag=thenewyorktim-20,,0,Dawn Staley,https://static01.nyt.com/bestsellers/images/9781668023365.jpg,500,329,,nyt://book/93e1c5cf-1a3f-5ede-b081-ca9bbd7d30a2,by Dawn Staley,,2025-06-02T23:13:46.873Z,0,"The three-time Olympic gold medalist and six-time W.N.B.A. All-Star, who is the head coach for the South Carolina Gamecocks women’s basketball team, describes obstacles she encountered on and off the court.",,0.00,,9781668023365,Atria/Black Privilege,2,0,,UNCOMMON FAVOR,2025-06-02T23:13:46.873Z,1,"[{'isbn10': '', 'isbn13': '9781668023365'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668023369?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668023365?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668023365'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FUNCOMMON%2BFAVOR%2FDawn%2BStaley%2F9781668023365'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668023365'}]",Biography & Autobiography,2025-06-08
2,,https://www.amazon.com/dp/0525561722?tag=thenewyorktim-20,,0,Ron Chernow,https://static01.nyt.com/bestsellers/images/9780525561729.jpg,500,329,,nyt://book/b92f68c9-76ad-5510-8520-c5864d663b19,by Ron Chernow,,2025-06-02T23:13:46.947Z,0,The Pulitzer Prize-winning biographer portrays the life and career of the literary celebrity and political pundit.,,0.00,,9780525561729,Penguin Press,3,1,,MARK TWAIN,2025-06-02T23:13:46.947Z,2,"[{'isbn10': '', 'isbn13': '9780525561729'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525561722?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525561729?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525561729'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMARK%2BTWAIN%2FRon%2BChernow%2F9780525561729'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780525561729'}]",Biography & Autobiography,2025-06-08
3,,https://www.amazon.com/dp/1668053373?tag=thenewyorktim-20,,0,Patrick McGee,https://static01.nyt.com/bestsellers/images/9781668053379.jpg,500,331,,nyt://book/82ca74aa-bab8-5b05-9a1f-f8f7e383e1e2,by Patrick McGee,,2025-06-02T23:13:47.02Z,0,A journalist depicts the development of Apple’s supply chain and its increasingly precarious relationship with China.,,0.00,,9781668053379,Scribner,4,0,,APPLE IN CHINA,2025-06-02T23:13:47.02Z,1,"[{'isbn10': '', 'isbn13': '9781668053379'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668053373?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668053379?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668053379'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAPPLE%2BIN%2BCHINA%2FPatrick%2BMcGee%2F9781668053379'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668053379'}]",Business & Economics,2025-06-08
4,,https://www.amazon.com/dp/0593655036?tag=thenewyorktim-20,,0,Jonathan Haidt,https://static01.nyt.com/bestsellers/images/9780593655030.jpg,500,329,,nyt://book/7557cf43-7888-5c15-8206-d3541cccd89b,by Jonathan Haidt,,2025-06-02T23:13:47.093Z,0,A co-author of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children.,,0.00,,9780593655030,Penguin Press,5,2,,THE ANXIOUS GENERATION,2025-06-02T23:13:47.093Z,61,"[{'isbn10': '', 'isbn13': '9780593655030'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593655036?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593655030?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593655030'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BANXIOUS%2BGENERATION%2FJonathan%2BHaidt%2F9780593655030'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593655030'}]",Psychology,2025-06-08
5,,https://www.amazon.com/dp/1668096870?tag=thenewyorktim-20,,0,Barry Diller,https://static01.nyt.com/bestsellers/images/9781668096871.jpg,500,335,,nyt://book/e98102d7-5245-5251-b913-d2331f70382a,by Barry Diller,,2025-06-02T23:13:47.167Z,1,The businessman charts his career from the mail room at William Morris to the heights of the entertainment industry and beyond.,,0.00,,9781668096871,Simon & Schuster,6,0,,WHO KNEW,2025-06-02T23:13:47.167Z,1,"[{'isbn10': '', 'isbn13': '9781668096871'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668096870?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668096871?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668096871'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHO%2BKNEW%2FBarry%2BDiller%2F9781668096871'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668096871'}]",Biography & Autobiography,2025-06-08
6,,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=thenewyorktim-20,,0,Bessel van der Kolk,https://static01.nyt.com/bestsellers/images/9780143127741.jpg,193,128,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,by Bessel van der Kolk,,2025-06-02T23:13:47.24Z,0,"How trauma affects the body and mind, and innovative treatments for recovery.",,0.00,,9780143127741,Penguin,7,5,,THE BODY KEEPS THE SCORE,2025-06-02T23:13:47.24Z,244,"[{'isbn10': '', 'isbn13': '9780143127741'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780143127741?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143127741'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2FBessel%2Bvan%2Bder%2BKolk%2F9780143127741'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780143127741'}]",Medical,2025-06-08
7,,https://www.amazon.com/dp/1668023482?tag=thenewyorktim-20,,0,Ezra Klein and Derek Thompson,https://static01.nyt.com/bestsellers/images/9781668023488.jpg,500,331,,nyt://book/041486a7-1130-5821-989f-33b7d1efd0de,by Ezra Klein and Derek Thompson,,2025-06-02T23:13:47.314Z,0,A New York Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress.,,0.00,,9781668023488,Avid Reader,8,7,,ABUNDANCE,2025-06-02T23:13:47.314Z,10,"[{'isbn10': '', 'isbn13': '9781668023488'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668023482?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668023488?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668023488'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FABUNDANCE%2FEzra%2BKlein%2Band%2BDerek%2BThompson%2F9781668023488'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668023488'}]",Business & Economics,2025-06-08
8,,https://www.amazon.com/dp/1538768461?tag=thenewyorktim-20,,0,Nate Bargatze,https://static01.nyt.com/bestsellers/images/9781538768464.jpg,500,329,,nyt://book/455045a1-1463-5d73-be48-160b23c2acc9,by Nate Bargatze,,2025-06-02T23:13:47.386Z,0,The Grammy Award-nominated comedian shares snippets from his life and career.,,0.00,,9781538768464,Grand Central,9,3,,BIG DUMB EYES,2025-06-02T23:13:47.386Z,3,"[{'isbn10': '', 'isbn13': '9781538768464'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538768461?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538768464?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538768464'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBIG%2BDUMB%2BEYES%2FNate%2BBargatze%2F9781538768464'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538768464'}]",Biography & Autobiography,2025-06-08
9,,https://www.amazon.com/dp/0593799186?tag=thenewyorktim-20,,0,Rick Atkinson,https://static01.nyt.com/bestsellers/images/9780593799185.jpg,500,329,,nyt://book/fa7dc600-09b9-5121-8800-f63b633f9f41,by Rick Atkinson,,2025-06-02T23:13:47.459Z,0,The author of “The British Are Coming” portrays the middle years of the American Revolution.,,0.00,,9780593799185,Crown,10,12,,THE FATE OF THE DAY,2025-06-02T23:13:47.459Z,4,"[{'isbn10': '', 'isbn13': '9780593799185'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593799186?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593799185?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593799185'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BFATE%2BOF%2BTHE%2BDAY%2FRick%2BAtkinson%2F9780593799185'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593799185'}]",History,2025-06-08
